1,2.1336,5.9451,1.1654,3.0031,2.3022,0.071524,0.056244,0.0027418,0.10086,0.044456,0,0,0.0010452,0,0,0,0,0.028603,0,0,0,0,0,0,0
1,1.0351,0.58717,0.89701,0.3988,0.57956,0,0.0019035,0,0,0.0098295,0,9.74E-05,0.0041152,0.027672,0.0091941,0,0.00051348,0.00030472,0,0.024212,0,0,0,0,0
1,0.33963,0.078689,0.39984,1.2491,2.3104,0,0,0,0.00074153,0.006074,8.63E-05,0,0.0027219,0.011112,0,0,0,0,0.0016734,0,0,0,0.00052472,0,0
1,0.16601,0.080391,0.48213,7.5728,2.3819,0,0,0.0032393,0,0.0070388,0,0,0.0033768,0.015231,0.0042022,0,0,0,0.0082271,0.0016742,0,0,0.0014036,0.00046686,0
1,0.30939,0.12377,0.48712,2.1958,0.93478,0,0,0,0,0.021009,0.00011247,0,0.0075736,0.043185,0.0076736,0,0,0.006152,0.0072285,0.0025958,0,0,0.0029829,0.00069531,0
1,0.25341,0.13302,0.47088,2.1697,1.0239,0,0,0,0.00083278,0.026993,0,0,0.012176,0.056869,0.011811,0,0,0,0.012946,0.0035977,0,0,0.010355,0,0
1,0.14657,0.14953,0.47255,2.162,0.99264,0,0,0.0046825,0.018191,0.043357,0,0,0.014515,0.040081,0,0,0,0,0.031305,0.0051222,0,0,0.0064263,0,0
1,1.0351,0.58717,0.89701,0.3988,0.57956,0,0.0019035,0,0,0.0098295,0,9.74E-05,0.0041152,0.027672,0.0091941,0,0.00051348,0.00030472,0,0.024212,0,0,0,0,0
1,0.2,0.10397,0.45316,0.75222,0,0,0,0,0,0,5.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.2618,1.6001,2.2315,5.4993,0,0,0.042896,0.012351,0.069201,0,0.012492,0.00059517,0,0,0,0,0,0,0,0,0,0,0.013167,0,0
1,0.39195,11.5776,0.65058,0.9706,0,0,0,0,0,0,0.00034169,0.042518,0.057711,0.040829,0,0,0,0,0.0096447,0,0,0,0,0,0
1,1.3204,1.6317,0.4366,1.0538,0,0,0,0,0,0,0.00047489,0.020091,0.04093,0.042062,0,0,0,0,0.003633,0,0,0,0,0,0
1,0.1146,0.13203,0.80824,0.95349,0,0,0,0.032655,0.029505,0,0,0,3.56E-05,0,0,0,0,0,0,0,0,0,0,0,0
1,0.34895,0.68874,1.2545,0.84076,0,0,0,0.074881,0.016169,0,0,0,0,0,0,0,0,0,0.0037165,0,0,0,0.0006195,0.011579,0
2,3.7901,2.4059,3.5131,7.4664,2.2286,0.38065,0,0,0.014051,0.0028885,0.00060884,0,0,0,0,0,0,0,0,0,0,0.48241,0.31273,0.091048,0
2,13.319,2.4686,2.4478,2.1672,2.6053,0.29514,0,0.048143,0.009116,0.00081616,0,0,0.018245,0.014386,0.0011872,0,0,0,0,0.00026503,0,0.2893,0,0,0
2,14.3374,1.815,1.3839,2.597,1.9631,0.24325,0,0.049154,0,0,0,0,0.0040815,0.0089017,0.002303,0,0,0.0048243,0.017745,0.00082993,0,0.25081,0.012075,0,0
2,5.4525,2.3638,1.1857,5.5283,2.1553,0.07048,0,0.003593,0.0078961,0,0,0.17244,0,0.0088697,0.00021631,0,0,0.10668,0.008216,0,0,0,0.00063826,0,0
3,5.6128,1.8857,2.7188,5.3087,2.1109,0.086537,0.00078836,0.018434,0,0,0,0,0.00071923,0.060275,0.00021844,0,0,0.00010849,0,0,0,0.13281,0.054473,0,0
3,1.0118,2.377,1.8144,2.8771,3.83,0.075001,0.065109,0.035208,0.0081033,0,0,0.017297,0.00030966,0,0.053235,0,0,0,0,0,0,0,0,0,0
3,4.9175,1.9871,2.2037,1.9619,1.1345,0.090702,0.00079829,0.046221,0,0,0,6.25E-05,0.00187,0.070495,0.00084109,0,0,0,0.0057959,0,0,0.14731,0.0019491,0,0
3,1.073,2.4304,2.3608,2.8764,2.142,0.080085,0.00086073,0.048213,0.01975,0.0011685,0,0.035313,0.00041499,0.039098,0.0059891,0,0,0,0,0,0,0.06216,0,0,0
3,0.89207,2.4144,2.4592,3.0816,2.1447,0.080134,0.00087729,0.053353,0.01737,0.00019491,0,0,0.00043235,0.044501,0.0066596,0,0,0,0,0.00036101,0,0.10916,0,0,0.001439
3,2.2267,2.0099,2.4695,3.3931,2.1234,0,0.035144,0,0.030526,0.0067414,0.074677,0,0.036324,0.011763,0,0,0.053087,0.022244,0.011276,0,0,0,0,0,0
3,12.7212,37.8911,0.99325,0.37769,1.2401,0.58038,0,0.0042035,0,0,0,0,0.0012432,0.0010706,0.014107,0,0,0,0,0,0,0.31434,0.0010282,0,0
3,4.3457,8.9331,1.4,1.0413,0.50009,0.29716,0.22905,0.01155,0.0058824,0,0,0,0.00076955,0,0.0023,0,0.0091686,0,0.00021663,0,0,0,0,0.0017419,0
3,3.7538,19.9288,1.0954,0.23021,1.1469,0.25229,0.25046,0,0,0.0026618,0,0,0.00077945,0,0.032017,0,0,0.00020914,0,0,0,0,0.00046428,0,0
3,3.3559,14.4859,0.72596,0.6587,0,0.2275,0.30823,0,0,0,0,0,0.011477,0.032493,0,0,0,0,0,0,0,0,0.00020562,0,0
3,4.1636,0.9007,1.57,1.2138,0,0,0,0,0.0010425,0,0.27305,0.058422,0.0036562,0.0060782,0,0,0.034659,0.00026352,0,0,0,0,0,0,0
